Nama,Bintang,Tanggal dan Waktu,Ulasan
Claudia Nababan,4,7/2/2023 1:46,Aplikasinya sangat membantu?? Akan tetapi lebih bagus lagi jika Aplikasi Traveloka saat ini di buat menu verifikasi 2 langkah Karena aktivitas hacker saat ini sangat ganas Mohon di pertimbangkan Terimakasih
ZUBAY MINING,3,7/26/2023 14:28,Kenapa kalau mesen kamar hotel pake traveloka dapet kamar selalu di pojokan dan paling jauh di ujung sekali kamarnya sih..
Sendi Pratama,5,11/4/2023 10:38,"Aplikasi ini memudahkan ,rekomendet untuk temen temen yg belum download"
Yustin Nalle,2,9/8/2023 9:57,Soal refund uang sangaat amat lama padahal kita lagi butuh buat pesan tiket kembali
Pengguna Google,5,10/28/2018 4:48,praktis dengan adanya traveloka.. kapanpun ingin mencari tiket bisa lagsung book.. proses pembayaran banyak pilihan.. banyak promo yg d tawarkan.. sejauh ini traveloka menawarkan harga lebih murah dibanding kompetitor lainnya
Steve Rengga,5,11/12/2023 8:51,Sangat membantu jika ingin bepergian
Ferdian Santoso,5,9/3/2021 9:00,"Traveloka sangat membantu dan memudahkan semua kebutuhan traveling saya, terutama fitur paylater nya. Namun untuk penilaian skor yang berpengaruh ke limit paylater nya masih membingungkan. Ada transaksi salah, tidak ada transaksi juga salah. Skor naik turun tanpa kejelasan. Bisa tiba-tiba naik atau turun. Acuan nya tidak sama dengan praktek nya."
Ipul Innod,2,10/5/2023 23:16,Saya mau bayar tagian travelokapay di aplikasi kok gak bisa min?? Tolong di bantu
Cikcik badut Aniversary Badut hiburan,2,7/26/2023 10:50,Saya dengan ini menghapus apk trveloka...semua data termasuk uplod ktp dan wajah sy..ay nytakan tdk berlaku..krna apk sdh sy uninstal .
Gandi,3,8/7/2020 14:58,Secara harga kompetitiflah. Namun ketika mau check out selalu masalah di pembayaran. Sudah era digital kenapa gaada m-banking secara keseluruhan bank. Tambahkan fitur pembayaran seluruh bank baik mbanking/fitur lainnya. Thanks !!
Rapha Tunas Medika,1,7/15/2023 0:33,hati hati jika refund tiket ditraveloka ini.sy refund dana tiket yg kembali dipotong lebih dari 70%.tiket 6 jt kembali 1.3jt.alasannya itu kebijakan dari maskapai padahal pihak traveloka juga ambil keuntungan juga dgn masalah ini.sangat kecewa
Muhamad chosy,5,10/25/2023 5:51,Sangat membantu buat pesanan tiket
Pengguna Google,2,4/4/2019 11:29,"maaf Skedar Sarankan..Aplikasi Traveloka ""Berat sekali"" sehingga untuk Jaringan internet sedang tidak dapat membuka apalagi cari penerbangan susah sekali klo bisa Agar diperkecil File nya agar gk berat kalah jauh dg Aplikasi tetangga cepat dan simpel. dan lebih mudah penggunaanya. walaupun dapat notifikasi dan promo mau gmana lagi gk bisa d buka. padahal saya sllu Update .. tapi tetep aja lemot.. mohon agar d perbaiki Aplikasinya. jangan kalah sama tetangga .. saya pengguna Traveloka ber tahun2."
dian paramita N,5,11/9/2023 13:11,aplikasi yg bagus dan sangat membantu
Haji Karung,5,11/12/2023 8:59,aplikasi nya mantap dan bagus
I Nyoman Agus Astina Putra,1,7/17/2023 15:14,"Paylater gaguna. Susah-susah daftar paylater buat cari diskon. Setelah mesen, dibilang dapet diskon ternyata setelah cicil 3 kali harganya tetep sama seperti semula. Nipunya berkelas????"
Aigatha Cantik,5,10/28/2023 5:45,"Bagus banget aplikasinya, sangat membantu"
Kunai Bandung,1,10/17/2023 9:59,Udh download aplikasi nya tadinya mau beli tiket bioskop malah gaada menu bisokop nya
Sri Lindawati,5,11/3/2023 1:23,sangat mambantu keluarga kami dalam menikmati perjalanan liburan
Bimosandi,5,11/12/2023 11:23,banyak diskon sehingga saya mudah untuk pergi liburan kemana pun
Muhammad Sameer,1,10/3/2023 6:39,Aplikasi buruk. Jadwal booking hotel bisa berubah sendiri....padahal saya sudah cek berulang kali. Pihak hotel tidak bisa apa apa dan suruh hubungi pihak traveloka...Dan pihak traveloka sama sekali tidak membantu. Saya dan kerabat saya sudah kena penipuan traveloka ini
Alfabby Herlambang,5,10/26/2023 10:04,Aplikasinya mempermudah untuk healing
Pengguna Google,1,9/6/2019 16:36,"Sangat sangat kecewa dengan pelayanan Bus/travel di Apl traveloka, jam keberangkatan dan tiba sma sekali tidak sama dengan estimasi yg ada, jalur juga tidak sesuai ditulis lewat Tol cipali ternyata tidak. Harganya jga mahal tau kaya gini lebih baik saya lngsung ke terminal aja gga perlu booking"" seperti ini, sangat merasa dirugikan pengen cepat sampai tujuan dengan booking online tapi malah sangat mengecewakan!"
Yanti Rahmawati,5,11/15/2023 3:55,Bagus dan terpercaya deh pokoknya
wahyu Akbar,1,9/9/2023 12:00,Iklan bisa refund pesan hotel.. Ternyata bohong
amara pshaa,5,11/3/2023 4:43,sukses selalu Traveloka!!!
Permadi Hafiz,5,9/28/2023 3:33,Sangat membantuk untuk membookinh hotel
Dwi Sebtiana,2,5/27/2023 3:14,"Infonya tgl 27 bisa mendaftar paylater pas sudah tgl 27 tulisannya ada masalah server coba lagi nanti , ini sebenernya mau kasih fasilitas apa cuman mau pamer doang"
weldi tetra,5,11/1/2023 10:39,Simple dan menarik
Alfairuz Putra Fatsa,5,6/27/2023 2:00,"Jd lebih mudah dan menyenangkan.. terimakasih Traveloka, membantu disaat tersulit"
Pengguna Google,2,8/29/2019 9:52,"Membantu sih , tapi saya kecewa.... Banyak iklan , padahal aplikasinya gak aku buka dan udah aku paksa berhenti... Tapi tetap aja kalau lagi nonton youtube , film , dll,, iklan traveloka selalu muncul terus. Akhirnya aku aku copot instalannya , soalnya Traveloka mengganggu waktu saya untuk sekedar nonton youtube , film , dan bermain game. Mohon diperbaiki , biar saya gak instal ketika butuh dan un-instal ketika aplikasi mengganggu."
Pengguna Google,1,3/1/2020 16:37,"Makin lama makin mundur saya lihat, dari segi penawaran promonya kurang tertarik, tidak seperti dulu. Untuk keseluruhan harga di tahun ini gak beda jauh sama aplikasi di sebelah. Dulu hampir setiap penerbangan, data internet, ataupun lain-lainnya saya beli di Traveloka karena promo dan diskon yg di tawarkan menarik, tetapi melihat yang sekarang, jadi kurang tertarik, kalau bisa seperti dulu saja promo dan diskon yg di tawarkan. Thanks."
Rika Triskayani,5,10/22/2023 7:51,Pesan tiket atau penginapan lebih mudah
Sitti Nabila,1,8/18/2023 14:49,"Aneh rute sby-kdi tulisannya 1 stop, tapi di lihat detailnya tidak tertulis transitnya dimana. Yg jelas lahhh"
M. Maulana,1,6/26/2020 14:41,"Traveloka selalu jadi prioritas & fav buat hunting tiket dan hotel. Apalagi tiba-tiba dapet tawaran Paylater. Lngsung dpt limit lumayan. Berulang kali dipake karena lbh praktis dr cc, hingga dpt kenaikan limit otomatis. Mkin awesome. Tp itu dulu. Sekarang tiba-tiba limit Paylater terjun bebas. Buat dapet limit segitu (diatas 10jt) transaksi sy udah bnyak & smuanya lunas. Pdhl bbrp bln ini nggak pake Paylater nya (limit tetap full) krn pandemi. Tapi mendadak anjlok drastis banget. Kecewa parah!!"
LA ODE MUHUNI,5,10/16/2023 13:38,Sangat mudah untuk membeli tiket pesawat
xxbgdrgn,5,11/10/2023 3:22,"Bagus banget, aplikasi yang sangat berguna"
Pengguna Google,1,6/23/2019 6:52,"sudah pakai traveloka dari 4 tahun yang lalu, punya paylater 1 tahunan yang lalu dan menggunakan paylater dari 8/9 bulan yang lalu, tiba-tiba limit paylater aku di blokir permanen dengan alasan penyalagunaan akun oleh orang lain, padahal saya pemakai tunggal tidak mungkin di gunakan orang lain sedangkan untuk login butuh tahap untuk verifikasi yang saya buat, sangat kecewa dengan traveloka memberi alasan yang tidak jelas. bukan mslah uangnya, kalau sudah di blokir psti nama baik saya jdi brmslah"
Bun Say,5,10/25/2023 12:33,Keren sih aplikasinya memudahkan segalanya... Biar bintang yang bicara...?????
Bakul Sego,1,10/23/2023 10:38,"Ini gimana refund ,aplikasi susah banget di gunain ,kl urusan bayar membayar aja cepet apalagi potong memotong Giliran balikin duit macet"
Mawardi Cahya,5,10/25/2023 9:18,Sangat membantu Proses transparan
Rudi Musyahril,5,8/8/2023 7:27,"Pesan tiket transportasi, akomodasi, atau atraksi dengan mudah, dan bayar dengan nyaman menggunakan Traveloka"
Pengguna Google,1,1/10/2019 1:01,"sinyal selalu gak stabil pakai app ini. jadi loadingnya lama, pesan hotel aja membuthkan loading ber jam jam bisa sampek kehabisan kamar beda dengan app lain. nggak tau deh gimana kok bisa seperti itu, mohon perbaikannya."
Amrullah Syahid,5,8/20/2023 5:49,dengan traveloka semua urusan perjalanan saya terlaksana dengan baik dan selalu tepat. semoga traveloka selalu terdepan dalam pelayanan dan terimakasih atas pelayanannya selama ini
Agung Meta,5,7/25/2023 13:35,Aplikasi yang sangat membantu aktivitas traveling. Banyak pilihan dan metode pembayaran yang praktis..
Pengguna Google,1,10/31/2019 15:46,Mengalami kejadian yg menjengkelkan. Notif baru kalo sukses yg bunyinya centing. Muncul berkali-kali. Bahkan sudah di tutup tapi tetep muncul. Buka aplikasi lain pun langsung kalah sama notifnya. Alhasil harus restart. Itupun susah karena layar berubah notif terus. Please fix it. Its annoying. Sampe khawatir apa CC ter debet berkali kali.
Usman STV,5,7/10/2023 14:03,"Sangat bagus ini aplikasi Untuk memesan tiket hotel dan lainnya ?? mudah""bermanfaat bagi semua orang banyak??terus tingkatkan lagi??"
Dodo Muchtar,5,10/25/2023 11:22,Mempermudah perjalanan
Namr J,1,8/28/2023 9:25,"limit 8,2 juta cukup apa.. Sementara tiket sekali jalan saja 6 jutaan...pernah dikasih 18 juta...sampai sekarang gak naik naik tetap stag di 8,2 juta padahal gak pernah telat bayar"
Syahril Suweleh,5,11/15/2023 9:46,Bagus bgt aplikasi nya kemana� jadi gampang
Queeny Kyan,1,7/4/2023 12:29,"Awalnya saya suka dengan traveloka later, pembayaran lancar tetapi level malah turun dengan status tidak lancar, aneh padahal belum waktunya bayar sudah saya bayar dan setiap pembayaran pagu tidak kembali tetap 0, sudah coba hubungi cs tak ada repon , jd kemana larinya pembayaran saya??? jadi saya tidak akan menggunakan lagi traveloka lagi"
Zeus samudra,5,10/30/2023 5:35,Always pakai ni applikasi kalau mesen tiket pesawat ?
Robotikz,1,8/14/2023 12:32,"Mau beli tiket loading lama sekali pembayaran cuma di kasih waktu sedikit 1 jam, server ampas."
Hendrawan Shah,3,8/3/2023 12:04,"pelayanan ramah dengan harga yg tidak terlalu mahal sudah dapat makan pagi 2 orang, kekurangannya air panas nya kurang berfungsi baik hanya hangat saja dan kamar mandi plafonnya bekas bocor tidak diperbaiki"
asri hadi,3,10/16/2023 12:07,menu pesanan saya tdk berfungsi saya kesulitan utk refund
Dessy Nuraeni,5,11/12/2023 11:30,Aplikasi nya mudah sekali
Nani Simanjuntak,1,7/28/2023 17:13,"Bolak balik buat laporan , untuk koreksi nama pemesan tiket, tp TDK ada balasan dan respon, tidak ada solusi, Diman2 setiap aplikasi ada solusinya dan sya buat laporan blm ada 1 jam lebih dri tiket di terbitkan, sedangkan Manusia aja ada human eror apalagi aplikasi, tp bsa2nya kalian GK respon dan ,TDK ada tanggung jawab untuk memberikan solusi, Kalian pikir beli tiket itu pake daun,"
Arik Faizal,1,7/8/2023 0:02,"Sinyal bagus padahal keterangan g bisa muat koneksi butuh versi terbaru pdhl sudah instal ulang, mau pesen tiket pun jadi susah g bisa pdhl dulu g gini skg susaah"
Imam Setyoko (Imam setyoko),1,1/27/2021 13:32,"Baru pertama kalinya pakai Travelgaoke, pesen hotel buat acara tunangan buat buffer. Pas pesen harus bayar saat itu juga(ada spare waktu sih, padahal bisa pakai sistem bayar di hotel (bisa ditambahkan) jadi kalo ada halangan dan tiba tiba gajadi kita juga ga rugi, liat komen sebelum-sebelumnya juga refund susah bahkan ada yg ga bisa refund. Harga pas kita cek ketersediaan dan pas pesen bisa beda jauh, lucu si. Mohon dibenahi sistem administrasinya, biar sama untung (penyedia jasa, aplikator, cs"
hiasandinding sukoharjo,5,9/22/2023 12:30,Mudah Simple Dan Sangat Bermanfaat Sekali...
Muji Jio,5,9/21/2023 12:24,Pemesanan tiket yg lebih gampang pembayaran aman..
Zul Fachri,1,9/18/2023 7:09,"Refund sudah setuju notif 1x24 jam ternyata jadi 2x24 jam, udah 14 hari tapi belum di tf dana refundnya, ga rekom sih untuj refund slow respon juga adminnya"
Ikhmahtul Kiki,1,9/29/2023 8:55,"Tolong kembalikan uang saya min,saya juga butuh ang tersebut jangan se enak nya mempermainkan kami seperti ini tidak semua berasal dari orag yg kaya"
Dandy Pro,3,10/6/2023 8:17,"Kok virtual number playleter saya ngk bisa digunakan,pdahal udh level 3"
Joni Haryadi,5,10/6/2023 11:34,Sangat membantu dalam membeli tiket perjalanan
Yongky Ersyha,1,9/4/2023 7:18,Virtual number saya tiba tiba tidak bisa digunakan sudah saya tanyakan tapi tidak ada hasil
I Wayan Mandra,2,10/1/2023 3:50,Kenapa dana refund Traveloka tidak sesuai janji refund? Waktu yang di perlukan untuk mengembalikan dana refund terlalu lama?
Fani Handoko,5,8/30/2023 20:13,Sejauh ini bagus traveloka. Thanks
Mujiburrahman Mujib,1,9/15/2023 10:38,"- ? ( minus bintang). Tidak bisa mengembalikan dana sesuai janji karen pembatalan dari lion. Lion dan trevaloka sama sama bohong. Saya belum menerima semua uang pemesanan tiket saya. Saya mau sesuai dengan perjanjian pihak maskapai lion saat d batam dan saat saya sampai di kualanamu medan, uang tiket saya dari medan ke lhoksemawe dikembalikan semua tanpa pemotongan dan syarat lain, karena maspakai lion grup yg membatalkan penerbangan dikarenakan telat terbang dari batam"
Lia Official,5,10/2/2023 9:11,"simple, gk ribet klu mau kluar kota"
hokcun tan,5,10/19/2023 11:37,Cari tiket pesawat hotel dan lain lain yang murah di traveloka saja
View Mata Lensa,1,9/6/2023 21:02,"Sudah direfund tapi tidak berhasil padahal sesuai dengan aturan berlaku refund. Walau apapun alasan pembatalan itu kan hak kami , itupun refund sudah dipotong . Tidak guna refund aplikasi ini"
Clara Clara,5,9/18/2023 17:03,Beli tiket dg travelokq sgt mudah dan cepat
frans jhnns,5,10/15/2023 4:30,sangat baik pelayanan dan memuaskan
Syahrul Ramdani,2,10/9/2023 12:31,"Knp user dngn umur di bawah 21 thn tidak bisa gunakan paylater?pdhl klo lgi ada uang sering bngt beli tiket pesawat pke Traveloka, tidak bisa membantu di saat darurat ??"
Lai Simanullang,5,9/9/2023 7:27,Kenapa Aplikasi traveloka ini gak bisa di buka ya
Odang Gumanda,5,10/14/2023 8:44,Sudah seminggu setiap saya mau buka tiket pesawat malah blank selalu bilang maaf kendala di sistim kami akhirnya saya pakai aplikasi lain...cape dehhh
hardy januar,5,9/26/2023 14:49,Sangat membantu di saat travelling
ABDUL KARIM NAGIB,5,8/31/2023 11:49,Amat membantu carikan hotel & tiket cepat dan tepat serta lebih henat
Prawara,1,10/4/2023 7:23,"Tiket saya tidak bisa di refund, padahal refund saya dibantu oleh CS Traveloka sendiri, sampai sekarang tiket saya dianggap hangus, rugi beli tiket di traveloka"
Gino Gino,1,10/16/2023 5:10,sangat kecewa duit 350k hangus cekin hotel yg g bisa refund dan semuanya
Kakashi Jo,2,9/14/2023 2:40,Update terus 1 bulan bisa 3x
M Khoirul Umami,1,10/10/2023 23:14,harga tiket sekarang makin mahal klo begini mending naik kapal laut
Fachri Jahri,1,9/3/2023 7:27,Kecewa dengan pelayanan traveloka.
Intan Pakpahan,1,10/5/2023 1:58,"Tidak puas, mau pesan tiket kreta api malah ngak bisa..."
caca canai,5,8/30/2023 4:09,Sangat rekomended buat traveler
Efendy Pepen,1,9/11/2023 12:11,Hati hati kena jebakan tanggal booking hotel. Dan uang saya pernah tidak dikembalikan.
BADRUL KOMARI,4,9/14/2023 11:37,kemarin berangkat dan sampai tujuan tepat waktu
Eri Apriadi,1,10/10/2023 3:12,Kurang memuas kan harga tiket nggak ada yg turun naik semua?? mahal 2
dwi surya,1,10/14/2023 17:23,Hadeh tiap mau buka stuck di logo burung. Harus instal ulang. Ada yg sama?
David Goo,1,9/3/2023 6:43,Virtual number tidak dapat digunakan sudah 2 bulan lebih ini gimana yah
Maureen Lannemey,4,10/16/2023 13:19,Mengapa sekarang itu sudah tidak ada layanan check-in onlinenya ya atau apakah setiap maskapai berbeda atau gimana ya
Thomas Crowhurst,5,9/13/2023 9:20,Aplikasi yang sangat membantu untuk perihal ticketing.
Abert Attaqi,5,10/19/2023 11:50,Aplikasi traveloka berguna saat ingin berlibur
Yudi Gunawan Oetih,4,10/4/2023 13:27,Limit pay laper 35 juta tapi dak bisa di pakai dgn tulisan alasan keamanan. di tlp ke cs berkali2 di jawab akan diteruskan ke pihak terkait.sampai betkali2 dan dijawab dgn email maaf atas ketidak nyaman dan di coba berkala trus dijawab permintaan dak bisa dipenuhi..dak jelas jawab email seperti jawaban robot..sisa limit masih 27 juta ..pembayaran sehat pemakaian sehat ..kalau misal dak bisa gampang email saja suruh lunasin..jadi jelas jgn jawaban2 yg ngak jelas .tq
Agus Hari Setya,5,10/19/2023 2:39,terimakasih Traveloka memudahkan kami untuk bertransaksi
Eri Rudian,1,9/30/2023 15:03,Kecewa udah reschedule malah ganti lagi kejadwal biasa gabilang2 tau2 ada email jadwal dirubah maskapai parah sih ngerugiin banget
Faruq Lallana,5,9/16/2023 4:33,Sangat membantu perjalanan saya yang suka traveling
mukhdir suseno,5,9/16/2023 11:36,mudah dan simple
Pakde KATMAN,5,9/13/2023 11:13,cepat dan mantap
Rahmat Hidayattulloh,4,9/21/2023 6:35,Payleter travelola tidak bisa berbelanja di tiktok ya
Weni Tari,2,9/22/2023 4:16,"Etiket gak ada di notif ke email, kalo perubahan jadwal gak ada notif ke email ato nohp. Bikin ribet, suntuk..."
murdiono,5,9/13/2023 7:30,Sangat senang dgn pelayanan ap lgi pas ad kendala costumer servis sngat membantu dn ramah ??????
azi ahmad,5,10/19/2023 11:49,pengalaman terbaik untuk liburan
Gatot Syakirah Studio,5,9/8/2023 11:58,mantap traveloka serba mudah
Try Ainun Rafik,1,9/21/2023 21:27,"""Dengan menyesal kami informasikan bahwa refund Anda dengan alasan Penerbangan dibatalkan atau di-reschedule oleh maskapai ditolak karena maskapai tidak mengonfirmasi adanya pembatalan atau perubahan jadwal yang signifikan sesuai dengan kebijakan maskapai dalam penerbangan Anda."" Udah penerbangan dibatalkan, di web maskapai status jelas cancelled, mau refund malah ditolak dengan info yang tidak menjelaskan sama sekali seakan-akan yang salah penumpang."
afri zona,5,10/3/2023 12:36,Mantap dengan harga sesuai terjangkau
LILI MASIRI,5,10/7/2023 23:25,"sangat membantu, apalagi promonya"
SUDIANTO,5,8/29/2023 2:53,Pengembalian refurd dari market prosesnya lama hampir 1 bulan ga balik-balik..
Jufi Pratama,1,9/16/2023 13:17,dri bintang 3 turun ke 1 karena ga bisa refund + reschedule
SYAIFUDDIN,5,10/1/2023 10:41,jelas dan mudah digunakan
Herman Lodi,1,9/11/2023 13:08,Kenapa gak bisa di buka ko ilang muncul terus apa apaan ini mala gak jelas
Rumah Bakso Pontianak,5,9/27/2023 12:29,Sangat membantu saat kita di daerah yg baru kita kunjungi
Putri Pratiwi,5,9/28/2023 17:35,sangat membantu dalam setiap perjalanan sy...
Rama Dhani,1,9/14/2023 10:24,kok aku buka aplikasi nya tapi gak bisa masuk gimana nih
Wawan Darmawan,5,10/16/2023 16:12,sangat bermanfaat dan membantu sekali...terima ksh
Marlon Jaken,2,9/8/2023 18:51,Mau tanya dong..saya mau beli tiket pesat lion air di sini untuk tgl 23 ini.. Sebelum saya beli saya ada chek di link lion air tiket nya sudah habis ke jual . Apakah traveloka ikut sama lion air habis jga Terimakash
Vence Bria,3,10/12/2023 2:42,Untuk penjualan tiket yg transit sampe 24 jam tolong dijelaskan dalam penjualan tiket
Andri Sartika,1,11/6/2023 2:27,"Bintang 1 dulu soalnya udah pengajuan tapi ga di acc, apabila data saya disalahgunakan saya tidak bertanggung jawab"
Trio A.L. Putra,3,6/17/2023 9:10,"Total harga sblm pembayaran setiap saat bisa berubah, selisihnya lumayan banyak padahal hy beda waktu 15 mnt"
Zaen Setia08,5,7/13/2023 11:00,"transaksi pembelian tiket sangat mudah sekali, baru pertama kali pakek aplikasi Traveloka hehehehe"
